z_over_L,feed_pressure_pa,permeate_pressure_pa,feed_flow_kmol_s,permeate_flow_kmol_s,x_fast,y_fast,x_mid,y_mid,x_slow,y_slow
0.245,1000000.0,164503.12790697985,0.0012408685573650192,0.0002839701266470915,3.833854146973795e-06,1.5598317855715326e-05,0.07695489159520544,0.22470989082878284,0.9230412745506477,0.7752745108533612
0.247,1000000.0,164473.32741875137,0.0012435075094389654,0.00028661676129818753,3.938255063232834e-06,1.5960006809928994e-05,0.07750147020641512,0.22574432979055922,0.9224945915385216,0.7742397102026305
0.249,1000000.0,164443.2454434039,0.0012461541440900615,0.00028927114645021384,4.0462080347914376e-06,1.6332633214467293e-05,0.0780520396967074,0.2267832593616049,0.9219439140952578,0.7732004080051802
0.251,1000000.0,164412.88101251685,0.0012488085292420878,0.00029193335046721924,4.1578455473058504e-06,1.6716565643426138e-05,0.07860661996563913,0.2278266780118918,0.9213892221888135,0.7721566054224644
0.253,1000000.0,164382.23314833696,0.0012514707332590932,0.00029460344215361813,4.273305258134552e-06,1.711218577226739e-05,0.07916523082929391,0.22887458386481255,0.920830495865448,0.7711083039494149
0.255,1000000.0,164351.3008637068,0.001254140824945492,0.00029728149075424,4.392730202183291e-06,1.7519888854235914e-05,0.07972789201653684,0.22992697469384943,0.9202677152532609,0.7700555054172964
0.257,1000000.0,164320.0831619931,0.001256818873546114,0.000299967565954331,4.51626900594485e-06,1.7940084214103238e-05,0.08029462316522983,0.23098384791926926,0.9197008605657643,0.7689982119965165
0.259,1000000.0,164288.57903701448,0.001259504948746205,0.00030266173787950464,4.64407611005417e-06,1.8373195759855258e-05,0.08086544381840749,0.23204520060484984,0.9191299121054824,0.7679364261993905
0.261,1000000.0,164256.7874729691,0.0012621991206713786,0.0003053640770956473,4.776312000691628e-06,1.8819662512961847e-05,0.0814403734204146,0.2331110294546332,0.9185548502675848,0.7668701508828534
0.263,1000000.0,164224.70744436161,0.0012649014598875212,0.00030807465460876854,4.913143450179714e-06,1.927993915788892e-05,0.08201943131300493,0.23418133080971426,0.9179756555435448,0.7657993892511276
0.265,1000000.0,164192.33791592994,0.0012676120374006425,0.00031079354186480917,5.054743767131444e-06,1.9754496611534418e-05,0.0826026367314026,0.23525610064505678,0.9173923085248302,0.7647241448583316
0.267,1000000.0,164159.67784257155,0.001270330924656683,0.0003135208107493938,5.201293056522128e-06,2.024382261329441e-05,0.08319000880032551,0.2363353345663469,0.916804789906618,0.7636444216110394
0.269,1000000.0,164126.72616926947,0.0012730581935412677,0.0003162565335875369,5.352978490070146e-06,2.074842233648794e-05,0.0837815665299724,0.23741902780687893,0.9162130804915375,0.7625602237707848
0.271,1000000.0,164093.4818310178,0.0012757939163794108,0.0003190007831432982,5.5099945873267e-06,2.1268819021894552e-05,0.08437732881197309,0.23850717522447734,0.9156171611934396,0.761471555956501
0.273,1000000.0,164059.94375274685,0.0012785381659351721,0.00032175363261938877,5.672543507889436e-06,2.1805554634183387e-05,0.08497731441530303,0.23959977129845567,0.9150170130411891,0.7603784231469098
0.275,1000000.0,164026.11084924807,0.0012812910154112627,0.0003245151556567253,5.8408353551702075e-06,2.2359190542038992e-05,0.08558154198216264,0.24069681012661379,0.9144126171824821,0.759280830682844
0.277,1000000.0,163991.98202509826,0.0012840525384485992,0.0003272854263339384,6.015088492163229e-06,2.2930308222815532e-05,0.0861900300238217,0.24179828542227227,0.9138039548876862,0.7581787842695049
0.279,1000000.0,163957.5561745837,0.0012868228091258123,0.00033006451916682805,6.195529869676336e-06,2.351950999257918e-05,0.0868027969164298,0.24290419051134818,0.9131910075537005,0.7570722899786592
0.281,1000000.0,163922.83218162382,0.001289601901958702,0.0003328525091077715,6.382395367505143e-06,2.4127419762426713e-05,0.08741986089679317,0.24401451832947108,0.9125737567078394,0.7559613542507666
0.283,1000000.0,163887.80891969433,0.0012923898918996454,0.0003356494715450795,6.575930149047525e-06,2.475468382199786e-05,0.08804124005811861,0.2451292614191421,0.9119521840117324,0.7548459838970359
0.285,1000000.0,163852.48525175016,0.0012951868543369534,0.00033845548230230723,6.776389029874118e-06,2.5401971651128832e-05,0.08866695234572536,0.24624841192693384,0.9113262712652448,0.7537261861014148
0.287,1000000.0,163816.86003014792,0.0012979928650941812,0.00034127061763751206,6.984036860789344e-06,2.6069976760626412e-05,0.08929701555272525,0.24737196160073685,0.9106960004104139,0.7526019684225027
0.289,1000000.0,163780.93209656794,0.001300808000429386,0.0003440949542424667,7.19914892593706e-06,2.675941756317312e-05,0.08993144731567222,0.24849990178704867,0.910061353535402,0.7514733387953881
0.291,1000000.0,163744.70028193595,0.0013036323370343406,0.00034692856924182244,7.422011356524999e-06,2.7471038275407764e-05,0.09057026511018162,0.24963222342830987,0.9094223128784619,0.7503403055334148
0.293,1000000.0,163708.16340634442,0.0013064659520336964,0.0003497715401922244,7.652921560763084e-06,2.820560985225943e-05,0.09121348624652012,0.2507689170602871,0.9087788608319192,0.7492028773298607
0.295,1000000.0,163671.32027897344,0.0013093089229840984,0.00035262394508138136,7.892188670632198e-06,2.8963930954647756e-05,0.09186112786516726,0.25190997280950256,0.9081309799461621,0.7480610632595428
0.297,1000000.0,163634.1696980112,0.0013121613278732553,0.0003554858623270879,8.140134006122254e-06,2.9746828951698773e-05,0.09251320693234891,0.25305538039071274,0.907478652933645,0.7469148727803353
0.299,1000000.0,163596.71045057406,0.0013150232451189618,0.00035835737077620034,8.397091557601383e-06,3.055516095866252e-05,0.0931697402355439,0.254205129104437,0.9068218626728984,0.7457643157346044
0.301,1000000.0,163558.94131262638,0.0013178947535680743,0.00036123854970356993,8.663408487001868e-06,3.138981491175645e-05,0.09383074437896459,0.2553592078345343,0.9061605922125485,0.7446094023505538
0.303,1000000.0,163520.86104889968,0.0013207759324954439,0.0003641294788109289,8.939445648532901e-06,3.225171068119864e-05,0.09449623577901174,0.25651760504583293,0.9054948247753397,0.7434501432434856
0.305,1000000.0,163482.4684128116,0.0013236668616028028,0.0003670302382257339,9.225578129655623e-06,3.314180122373443e-05,0.09516623065970545,0.2576803087818104,0.9048245437621648,0.7422865494169656
0.307,1000000.0,163443.76214638443,0.0013265676210176078,0.0003699409084999683,9.522195813082105e-06,3.406107377600197e-05,0.09584074504809197,0.2588473066623262,0.9041497327560949,0.7411186322638977
0.309,1000000.0,163404.74098016307,0.0013294782912918422,0.0003728615706089024,9.829703960586806e-06,3.5010551090124806e-05,0.09651979476962833,0.2600185858814063,0.9034703755264111,0.7399464035675035
0.311,1000000.0,163365.40363313284,0.0013323989534007763,0.0003757923059498105,1.0148523819447082e-05,3.599129271296383e-05,0.09720339544354475,0.2611941332050836,0.9027864560326357,0.7387698755022032
0.313,1000000.0,163325.74881263668,0.0013353296887416845,0.0003787331963406537,1.0479093252357985e-05,3.700439631050493e-05,0.09789156247818673,0.26237393496928924,0.9020979584285609,0.7375890606344003
0.315,1000000.0,163285.77521429193,0.0013382705791325277,0.000381684324018721,1.082186739169629e-05,3.8050999038906686e-05,0.09858431106633667,0.2635579770778001,0.9014048670662717,0.736403971923161
0.317,1000000.0,163245.48152190686,0.001341221706810595,0.00038464577163923447,1.1177319319039421e-05,3.913227896377867e-05,0.09928165618051694,0.26474624500024224,0.900707166500164,0.7352146227207941
0.319,1000000.0,163204.86640739653,0.0013441831544311084,0.00038761762227392026,1.1545940770876427e-05,4.024945652931035e-05,0.09998361256827513,0.2659387237701479,0.900004841490954,0.7340210267733224
0.321,1000000.0,163163.92853069847,0.0013471550050657942,0.0003905999594095449,1.1928242871480829e-05,4.1403796078921184e-05,0.100690194747452,0.2671353979830694,0.8992978770096764,0.7328231982208516
0.323,1000000.0,163122.6665396877,0.0013501373422014188,0.00039359286694642113,1.2324756893948822e-05,4.259660742915343e-05,0.10140141700143367,0.26833625179474835,0.8985862582416724,0.7316211515978224
0.325,1000000.0,163081.07907009148,0.001353130249738295,0.0003965964291968825,1.273603505044085e-05,4.382924749858281e-05,0.10211729337438893,0.26954126891934177,0.8978699705905606,0.7304149018331597
0.327,1000000.0,163039.16474540354,0.0013561338119887564,0.0003996107308837292,1.3162651312700491e-05,4.5103121993576406e-05,0.10283783766649257,0.2707504326277046,0.8971489996821947,0.7292044642503019
0.329,1000000.0,162996.9221767979,0.0013591481136756031,0.0004026358571386472,1.3605202263961308e-05,4.641968715278275e-05,0.10356306342913583,0.2719637257457298,0.8964233313686003,0.7279898545671173
0.331,1000000.0,162954.34996304216,0.0013621732399305211,0.00040567189350060545,1.4064307983390345e-05,4.7780451552296585e-05,0.10429298396012532,0.27318113065274335,0.8956929517318912,0.7267710888957043
0.333,1000000.0,162911.4466904104,0.0013652092762924794,0.00040871892591422927,1.454061296425608e-05,4.918697797349973e-05,0.10502761229887085,0.274402629279957,0.894957847088165,0.7255481837420693
0.335,1000000.0,162868.21093259563,0.0013682563087061032,0.00041177704072815305,1.5034787067048946e-05,5.064088533563988e-05,0.10576696122156375,0.27562820310897856,0.8942180039913692,0.7243211560056858
0.337,1000000.0,162824.64125062164,0.001371314423520027,0.0004148463246933571,1.554752650882413e-05,5.2143850695270505e-05,0.10651104323634666,0.27685783317037743,0.8934734092371446,0.7230900229789274
0.339,1000000.0,162780.7361927546,0.001374383707485231,0.0004179268649614898,1.607955489007904e-05,5.3697611314738974e-05,0.10725987057847577,0.2780915000423073,0.8927240498666342,0.7218548023463778
0.341,1000000.0,162736.49429441386,0.0013774642477533637,0.000421018749083178,1.6631624260521958e-05,5.530396680197506e-05,0.10801345520547655,0.27932918384918404,0.8919699131702629,0.7206155121840137
0.343,1000000.0,162691.91407808263,0.001380556131875052,0.0004241220650063254,1.7204516225133685e-05,5.696478132389891e-05,0.10877180879229417,0.28057086426042127,0.8912109866914806,0.7193721709582547
0.345,1000000.0,162646.9940532178,0.0013836594477981993,0.00042723690107440823,1.779904309197086e-05,5.8681985895834944e-05,0.10953494272643988,0.2818165204892194,0.8904472582304681,0.7181247975248845
0.347,1000000.0,162601.73271615943,0.0013867742838662822,0.00043036334602476517,1.8416049063207315e-05,6.045758074938968e-05,0.11030286810313387,0.28306613129141095,0.8896787158478029,0.7168734111278398
0.349,1000000.0,162556.12855003978,0.001389900728816639,0.0004335014889868908,1.905641147095978e-05,6.22936377813215e-05,0.11107559572044652,0.28431967496435795,0.8889053478680825,0.7156180313978606
0.351,1000000.0,162510.18002469157,0.0013930388717787647,0.0004366514194807282,1.972104205949458e-05,6.419230308600616e-05,0.11185313607443809,0.28557712934590634,0.8881271428835024,0.7143586783510077
0.353,1000000.0,162463.88559655604,0.0013961888022726021,0.00043981322741497287,2.041088831546484e-05,6.615579957417435e-05,0.11263549935429919,0.28683847181338984,0.8873440897573854,0.7130953723870358
0.355,1000000.0,162417.24370859007,0.0013993506102068468,0.00044298700308538464,2.1126934847881087e-05,6.818642968067736e-05,0.1134226954374919,0.2881036792826882,0.8865561776276601,0.7118281342876308
0.357,1000000.0,162370.2527901731,0.0014025243858772586,0.0004461728371731177,2.187020481957378e-05,7.02865781641135e-05,0.1142147338848935,0.28937272820733445,0.8857633959102869,0.7105569852145015
0.359,1000000.0,162322.91125701324,0.0014057102199649917,0.00044937082074306665,2.264176143196303e-05,7.245871500123044e-05,0.11501162393594332,0.2906455945776739,0.8849657343026248,0.7092819467073247
0.361,1000000.0,162275.21751105282,0.0014089082035349406,0.00045258104524223614,2.3442709465009344e-05,7.470539837910043e-05,0.11581337450379409,0.29192225392007204,0.8841631827867409,0.708003040681549
0.363,1000000.0,162227.16994037342,0.00141211842803411,0.00045580360249814205,2.4274196874279386e-05,7.702927778814874e-05,0.11661999417046885,0.29320268129616717,0.8833557316326569,0.7067202894260447
0.365,1000000.0,162178.76691910034,0.001415340985290016,0.00045903858471723973,2.5137416447122138e-05,7.943309721920504e-05,0.11743149118202387,0.2944868513021737,0.882543371401529,0.7054337156006067
0.367,1000000.0,162130.00680730614,0.0014185759675091137,0.00046228608448339447,2.6033607520014973e-05,8.191969846783176e-05,0.11824787344371973,0.2957747380682262,0.8817260929487601,0.7041433422333059
0.369,1000000.0,162080.88795091395,0.0014218234672752684,0.0004655461947563915,2.6964057759203454e-05,8.449202454927749e-05,0.11906914851520017,0.29706631525776905,0.8809038874270406,0.7028491927176818
0.371,1000000.0,162031.40868159983,0.0014250835775482655,0.0004688190088704944,2.7930105006826295e-05,8.715312322749315e-05,0.11989532360568098,0.29836155606698733,0.8800767462893122,0.7015512908097853
0.373,1000000.0,161981.56731669448,0.0014283563916623683,0.0004721046205330583,2.8933139194785173e-05,8.99061506617437e-05,0.12072640556914901,0.29966043322427544,0.8792446612916562,0.7002496606250629
0.375,1000000.0,161931.36215908438,0.0014316420033249322,0.0004754031238231995,2.9974604328689672e-05,9.275437517444511e-05,0.12156240089957235,0.3009629189897467,0.878407624496099,0.6989443266350785
0.377,1000000.0,161880.79149711216,0.0014349405066150735,0.00047871461319053067,3.105600054428006e-05,9.57011811439533e-05,0.1224033157261232,0.3022689851547777,0.8775656282733325,0.6976353136640783
0.379,1000000.0,161829.8536044762,0.0014382519959824046,0.0004820391834539692,3.2178886238804635e-05,9.87500730261324e-05,0.12324915580841382,0.3035786030415839,0.8767186653053474,0.6963226468853899
0.381,1000000.0,161778.54674012947,0.0014415765662458432,0.0004853769298006214,3.334488027990465e-05,0.00010190467950863295,0.1240999265317459,0.30489174350282944,0.8758667285879742,0.6950063518176618
0.383,1000000.0,161726.86914817776,0.0014449143125924953,0.0004887279477847497,3.4555664294637754e-05,0.00010516875780191412,0.1249556329023753,0.3062083769212655,0.87500981143333,0.6936864543209327
0.385,1000000.0,161674.81905777685,0.0014482653305766236,0.0004920923333268334,3.581298504135098e-05,0.00010854619807115028,0.12581627954279237,0.30752847320939414,0.8741479074721663,0.6923629805925345
0.387,1000000.0,161622.39468302907,0.0014516297161187074,0.000495470182712727,3.711865686719636e-05,0.00011204102801327165,0.12668187068701833,0.30885200180915573,0.8732810106561144,0.6910359571628311
0.389,1000000.0,161569.59422287895,0.001455007565504601,0.0004988615925929229,3.847456425416603e-05,0.00011565741758349925,0.12755241017591873,0.31017893169163835,0.8724091152598272,0.6897054108907782
0.391,1000000.0,161516.415861008,0.0014583989753847969,0.0005022666599819287,3.988266445661033e-05,0.00011939968387584644,0.12842790145253455,0.31150923135680464,0.8715322158830089,0.6883713689593196
0.393,1000000.0,161462.8577657286,0.0014618040427738027,0.0005056854822577665,4.134499023328987e-05,0.0001232722961621745,0.129308347557432,0.31284286883323376,0.8706503074523347,0.6870338588706039
0.395,1000000.0,161408.91808987703,0.0014652228650496404,0.0005091181571615998,4.2863652677103586e-05,0.00012727988109450766,0.13019375112407083,0.31417981167787473,0.869763385223252,0.6856929084410306
0.397,1000000.0,161354.59497070537,0.0014686555399534738,0.0005125647827975028,4.44408441457266e-05,0.0001314272280754298,0.13108411437419207,0.3155200269758074,0.8688714447816622,0.684348545796117
0.399,1000000.0,161299.8865297727,0.0014721021655893767,0.0005160254576323725,4.607884129648687e-05,0.0001357192948015085,0.13197943911322568,0.31686348134000913,0.8679744820454778,0.6830007993651892
0.401,1000000.0,161244.790872835,0.0014755628404242464,0.0005195002804959998,4.778000822890591e-05,0.00014016121298481398,0.1328797267257185,0.31821014091112315,0.8670724932660526,0.6816496978758918
0.403,1000000.0,161189.30608973437,0.0014790376632878737,0.0005229893505813065,4.9546799738428424e-05,0.00014475829425772595,0.13378497817078294,0.3195599713572216,0.8661654750294786,0.6802952703485209
0.405,1000000.0,161133.4302542867,0.0014825267333731804,0.0005264927674447573,5.138176468496644e-05,0.00014951603626634866,0.13469519397756619,0.3209129378735646,0.8652534242577489,0.6789375460901691
0.407,1000000.0,161077.1614241687,0.0014860301502366312,0.0005300106310069593,5.3287549479987396e-05,0.00015444012895798464,0.13561037424074118,0.3222690051823466,0.864336338209779,0.6775765546886953
0.409,1000000.0,161020.49764080349,0.0014895480137988332,0.0005335430415534564,5.526690169598148e-05,0.00015953646106824725,0.13653051861601814,0.32362813753242803,0.8634142144822858,0.6762123260065035
0.411,1000000.0,160963.4369292451,0.0014930804243453303,0.0005370900997357326,5.732267380225122e-05,0.00016481112681352797,0.13745562631567812,0.32499029869904744,0.8624870510105196,0.6748448901741388
0.413,1000000.0,160905.9772980618,0.0014966274825276066,0.0005406519065724358,5.945782703107737e-05,0.00017027043279466638,0.13838569610412754,0.3263554519835079,0.8615548460688414,0.6734742775836974
0.415,1000000.0,160848.1167392181,0.0015001892893643097,0.0005442285634508294,6.167543537842723e-05,0.00017592090511781244,0.13932072629347414,0.32772356021283505,0.8606175982711475,0.6721005188820472
0.417,1000000.0,160789.85322795546,0.0015037659462427033,0.0005478201721284863,6.397868974348743e-05,0.00018176929673860634,0.14026071473912388,0.3290945857394025,0.8596753065711327,0.6707236449638588
0.419,1000000.0,160731.18472267166,0.0015073575549203603,0.0005514268347352416,6.637090221141989e-05,0.00018782259503594202,0.14120565883539943,0.33046849044051435,0.8587279702623891,0.6693436869644498
0.421,1000000.0,160672.1091647988,0.0015109642175271155,0.0005550486537754096,6.885551048385997e-05,0.00019408802962172714,0.14215555551117845,0.33184523571794566,0.8577755889783377,0.6679606762524327
0.423,1000000.0,160612.6244786798,0.0015145860365672835,0.0005586857321302848,7.143608246179812e-05,0.00020057308039319257,0.14311040122555238,0.3332247824974311,0.8568181626919859,0.6665746444221758
0.425,1000000.0,160552.72857144347,0.0015182231149221588,0.0005623381730609358,7.411632098561058e-05,0.0002072854858344533,0.14407019196350512,0.3346070912280984,0.8558556917155093,0.665185623286067
0.427,1000000.0,160492.41933287808,0.0015218755558528098,0.000566006080211309,7.690006873713194e-05,0.0002142332515741698,0.14503492323161038,0.33599212188183997,0.8548881766996524,0.6637936448665858
0.429,1000000.0,160431.69463530314,0.001525543463003183,0.0005696895576116574,7.979131330879172e-05,0.00022142465920630802,0.1460045900537478,0.33737983395261506,0.8539156186329434,0.6623987413881786
0.431,1000000.0,160370.55233343976,0.0015292269404035314,0.0005733887096823058,8.279419244496867e-05,0.0002288682753811485,0.14697918696683626,0.33877018645567947,0.8529380188407187,0.6610009452689392
0.433,1000000.0,160308.99026427921,0.0015329260924741798,0.0005771036412377718,8.591299946085083e-05,0.0002365729611738464,0.14795870801658392,0.34016313792673303,0.8519553789839551,0.6596002891120931
0.435,1000000.0,160247.0062469497,0.0015366410240296457,0.0005808344574912578,8.915218884422597e-05,0.0002445478817379969,0.14894314675325393,0.3415586464209799,0.8509677010579019,0.658196805697282
0.437,1000000.0,160184.59808258124,0.0015403718402831317,0.0005845812640595274,9.251638204576526e-05,0.00025280251625182004,0.1499324962274443,0.3429566695120955,0.8499749873905099,0.6567905279716525
0.439,1000000.0,160121.7635541689,0.0015441186468514014,0.000588344166968187,9.60103734635051e-05,0.00026134666816472844,0.15092674898588138,0.3443571642910918,0.848977240640655,0.6553814890407433
0.441,1000000.0,160058.50042643372,0.001547881549760061,0.0005921232726573902,9.963913662737479e-05,0.0002701904757522024,0.15192589706722479,0.3457600873650722,0.8479744637961478,0.6539697221591754
0.443,1000000.0,159994.80644568198,0.0015516606554492642,0.0005959186879879785,0.00010340783058976313,0.0002793444229870578,0.1529299319978824,0.3471653948558732,0.8469666601715278,0.6525552607211396
0.445,1000000.0,159930.67933966205,0.0015554560707798524,0.0005997305202480821,0.00010732180652826679,0.00028881935073534284,0.15393884478783434,0.3485730423985804,0.8459538334056373,0.6511381382506841
0.447,1000000.0,159866.1168174192,0.001559267903039956,0.0006035588771601969,0.0001113866145669112,0.0002986264682852673,0.1549526259264634,0.34998298513991355,0.8449359874589697,0.6497183883918013
0.449,1000000.0,159801.11656914832,0.0015630962599520709,0.00060740386688876,0.00011560801082228875,0.0003087773652177215,0.15597126537839043,0.35139517773647205,0.8439131266107873,0.6482960448983102
0.451,1000000.0,159735.67626604388,0.0015669412496806339,0.0006112655980482377,0.0001199919646812127,0.000319284023627109,0.15699475257931267,0.3528095743528333,0.8428852554560061,0.6468711416235395
0.453,1000000.0,159669.793560148,0.0015708029808401117,0.0006151441797117584,0.0001245446663166427,0.0003301588307013678,0.15802307643184232,0.3542261286594931,0.8418523789018411,0.6454437125098055
0.455,1000000.0,159603.46608419562,0.0015746815625036323,0.0006190397214202984,0.00012927253444879505,0.0003414145916702273,0.1590562253013436,0.3556447938306425,0.8408145021642076,0.6440137915776872
0.457,1000000.0,159536.6914514572,0.0015785771042121724,0.000622952333192454,0.000134182224358513,0.0003530645431308957,0.16009418701176523,0.3570655225417704,0.8397716307638763,0.6425814129150986
0.459,1000000.0,159469.467255579,0.0015824897159843279,0.0006268821255348138,0.00013928063616013359,0.0003651223667605434,0.1611369488414659,0.3584882669670833,0.8387237705223739,0.6411466106661561
0.461,1000000.0,159401.79107042,0.0015864195083266878,0.000630829209452963,0.00014457492334125246,0.00037760220342509637,0.16218449751903022,0.35991297877673223,0.8376709275576285,0.6397094190198426
0.463,1000000.0,159333.6604498867,0.001590366592244837,0.0006347936964631358,0.0001500725015769535,0.0003905186676940216,0.1632368192190713,0.36133960913383883,0.8366131082793518,0.638269872198467
0.465,1000000.0,159265.07292776418,0.0015943310792550097,0.0006387756986045457,0.0001557810578262385,0.00040388686277093553,0.16429389955801746,0.36276810869131004,0.8355503193841562,0.636828004445919
0.467,1000000.0,159196.02601754476,0.0015983130813964196,0.0006427753284524187,0.00016170855971856063,0.0004177223958500249,0.16535572358987968,0.36419842758843046,0.8344825678504018,0.6353838500157195
0.469,1000000.0,159126.51721225295,0.0016023127112442927,0.0006467926991317517,0.00016786326523853573,0.0004320413939084263,0.16642227580199606,0.3656305154472246,0.8334098609327655,0.6339374431588668
0.471,1000000.0,159056.54398426745,0.0016063300819236256,0.0006508279243318279,0.00017425373271707858,0.0004468605199448544,0.16749354011074927,0.36706432136857664,0.8323322061565336,0.6324888181114785
0.473,1000000.0,158986.1037851395,0.0016103653071237018,0.0006548811183215141,0.0001808888311373822,0.00046219698967492757,0.168569499857254,0.3684997939280978,0.8312496113116087,0.6310380090822271
0.475,1000000.0,158915.19404540793,0.001614418501113388,0.0006589523959653673,0.00018777775076433487,0.00047806858869377955,0.16965013780300933,0.3699368811717314,0.8301620844462263,0.6295850502395749
0.477,1000000.0,158843.8121744102,0.0016184897787572413,0.0006630418727405848,0.0001949300141061414,0.0004944936901166906,0.17073543612551242,0.37137553061108225,0.8290696338603815,0.628129975698801
0.479,1000000.0,158771.9555600901,0.0016225792555324588,0.0006671496647548154,0.00020235548721709375,0.0005114912727086206,0.17182537641382845,0.3728156892184649,0.8279722680989544,0.6266728195088266
0.481,1000000.0,158699.62156880109,0.0016266870475466894,0.0006712758887648822,0.00021006439135061065,0.000529080939513643,0.17291993966411334,0.3742573034216498,0.826869995944536,0.6252136156388365
0.483,1000000.0,158626.80754510584,0.001630813271556756,0.0006754206621964262,0.00021806731497184156,0.0005472829369954368,0.17401910627508244,0.37570031909830665,0.8257628264099457,0.623752397964698
0.485,1000000.0,158553.51081157158,0.0016349580449883001,0.0006795841031645222,0.00022637522613930958,0.0005661181747000988,0.175122856043422,0.3771446815701248,0.8246507687304387,0.622289200255175
0.487,1000000.0,158479.72866856089,0.0016391214859563961,0.0006837663304952844,0.00023499948526524092,0.000585608245452677,0.17623116815913717,0.378590335596604,0.8235338323555975,0.6208240561579433
0.489,1000000.0,158405.45839401815,0.0016433037132871583,0.0006879674637485089,0.0002439518582644089,0.0006057754460989316,0.17734402120083095,0.3800372253684999,0.8224120269409047,0.6193569991854012
0.491,1000000.0,158330.69724325137,0.0016475048465403829,0.0006921876232413769,0.00025324453010149234,0.0006266427988039514,0.17846139313090903,0.3814852945009152,0.8212853623389895,0.6178880627002808
